base_domain,csirt_url,telepon,email,apresiasi,rfc_2350
majalengkakab.go.id,https://csirt.majalengkakab.go.id/,"+6260805836, +62608058363, +622338292292",diskominfo@majalengkakab.go.id,,https://csirt.majalengkakab.go.id/storage/public-key/pgcsirt@kabmajalengka.asc
kupangkota.go.id,https://csirt.kupangkota.go.id/,"+62863117402178, +6281338522879, +628523900717",csirt@kupangkota.go.id,,https://csirt.kupangkota.go.id/storage/public-key/CSIRT KUPANG_csirt@kupangkota.go.id-0xF7581729CD484693-pub.asc
malangkota.go.id,https://csirt.malangkota.go.id/,+62341751550,csirt@malangkota.go.id,,https://csirt.malangkota.go.id/storage/public-key/KunciPublic-MalangKota-CSIRT.asc
lampungprov.go.id,https://csirt.lampungprov.go.id/,"+622039065716, +6220390657, +62203906571",,,
mamujutengahkab.go.id,https://csirt.mamujutengahkab.go.id/,"+62811442810, +6207658605, +6278582137002",,,https://csirt.mamujutengahkab.go.id/storage/public-key/KunciPublik-irfan_0xD191A669_public.asc
meranginkab.go.id,https://csirt.meranginkab.go.id/,,,,
menlhk.go.id,https://csirt.menlhk.go.id/,+62218580081,csirt@menlhk.go.id,,
mojokertokab.go.id,https://csirt.mojokertokab.go.id/,+62321391268,csirt@mojokertokab.go.id,,https://csirt.mojokertokab.go.id/storage/public-key/PublicKey-MojokertoKab-CSIRT_0x2B87FA3E_public.asc
mpr.go.id,https://csirt.mpr.go.id/,"+627751316654, +622157895285, +62775131665",csirt@mpr.go.id,,https://csirt.mpr.go.id/storage/public-key/PublikKey-0xC9BDC386_public.asc
morowaliutarakab.go.id,http://csirt.morowaliutarakab.go.id/,+6281343882154,csirt@morowaliutarakab.go.id,,http://csirt.morowaliutarakab.go.id/storage/public-key/0xAB7CE25FECE789B8.asc
morowalikab.go.id,https://csirt.morowalikab.go.id/,"+628525551296, +6223091096, +6285255512969",csirt@morowalikab.go.id,,https://csirt.morowalikab.go.id/storage/public-key/CSIRT-MOROWALI_0x68307CEF_public.asc
ms-lhoksukon.go.id,https://csirt.ms-lhoksukon.go.id/,,,,
mubakab.go.id,https://csirt.mubakab.go.id/,+6281325221524,csirt@mubakab.go.id,,https://csirt.mubakab.go.id/storage/public-key/MubaKab-CSIRT_0xF9AAFB11_public.asc
mukomukokab.go.id,https://csirt.mukomukokab.go.id/,,,,
muratarakab.go.id,https://csirt.muratarakab.go.id/,,,,
muarojambikab.go.id,https://csirt.muarojambikab.go.id/,"+62586622674, +6258662267426, +6258662267",luck.cool212@gmail.com,,
metrokota.go.id,https://csirt.metrokota.go.id/,+6225060957,,,
ngawikab.go.id,https://csirt.ngawikab.go.id/,"+62351749050, +622506372889, +62250637288",csirt@ngawikab.go.id,,https://csirt.ngawikab.go.id/storage/public-key/NGAWI-CSIRT_0x56C3A5EE_public.asc
nganjukkab.go.id,https://csirt.nganjukkab.go.id/,"+62358611187, +62335807514, +623358075147",diskominfo@nganjukkab.go.id,,https://csirt.nganjukkab.go.id/storage/public-key/Kunci Publik-csirt nganjuk_0x294E02FA_public.asc
nttprov.go.id,https://csirt.nttprov.go.id/,"+62380821294, +6201015562",csirt@nttprov.go.id,,https://csirt.nttprov.go.id/storage/public-key/pgcsirt@jogjaprov.go_.id-0xC824AF44-rev.asc
ntbprov.go.id,https://csirt.ntbprov.go.id/,"+6209510804, +62370644264",sandikami@ntbprov.go.id,,https://csirt.ntbprov.go.id/assets/Publik-Key-Bantuan70-pub.asc
pa-magelang.go.id,http://csirt.pa-magelang.go.id/,,,,
pa-maninjau.go.id,https://csirt.pa-maninjau.go.id/,,,,
mahkamahagung.go.id,https://csirt.mahkamahagung.go.id/,,,,
pa-makassar.go.id,https://csirt.pa-makassar.go.id/,"+62322544333, +62217948804, +6232254433319",,,
pa-rengat.go.id,https://csirt.pa-rengat.go.id/,,,,
pa-polewali.go.id,https://csirt.pa-polewali.go.id/login_up.php,"+62791060416, +62782607590, +62782607590913",50365a6fe24f4ff28f6b625410e04a35@sentry.io,,
pa-batusangkar.go.id,https://csirt.pa-batusangkar.go.id/,,,,
pa-sumenep.go.id,https://csirt.pa-sumenep.go.id/,,,,
pa-kendari.go.id,https://csirt.pa-kendari.go.id/,,,,
padang.go.id,https://csirt.padang.go.id/,"+627514640800, +6227797262, +62277972623",csirt@padang.go.id,,https://csirt.padang.go.id/storage/public-key/KunciPublik-Padang-CSIRT_0xE37DFE5A_public.asc
pacitankab.go.id,https://csirt.pacitankab.go.id/,,stkka@ssdata.my.id,,
kpk.go.id,https://csirt.kpk.go.id/?lang=id,,,,
pamekasankab.go.id,https://csirt.pamekasankab.go.id/,"+6262607224, +62626072245, +62000000000",csirt@pamekasankab.go.id,,https://csirt.pamekasankab.go.id/storage/public-key/PamekasanKabCSIRT_0xC29C6B2C_public.asc
palembang.go.id,https://csirt.palembang.go.id/,,,,
papuabaratprov.go.id,https://csirt.papuabaratprov.go.id/,"+628121810668, +6281218106682",aduansiber@papuabaratprov.go.id,,https://csirt.papuabaratprov.go.id/assets/Publik-Key-Bantuan70-pub.asc
pasuruankab.go.id,https://csirt.pasuruankab.go.id/,+62343429064,csirt@pasuruankab.go.id,,https://csirt.pasuruankab.go.id/storage/public-key/csirt@pasuruankab.go.id-(0xE874DB9FF72585CA)-public.asc
pangkalpinangkota.go.id,https://csirt.pangkalpinangkota.go.id/,"+62828217576, +62717423473",diskominfo@pangkalpinangkota.go.id,,
pasamanbaratkab.go.id,https://csirt.pasamanbaratkab.go.id/,"+6254215742, +6281361680000, +62542157423",csirt@pasamanbaratkab.go.id,,https://csirt.pasamanbaratkab.go.id/storage/public-key/pgcsirt@jogjaprov.go_.id-0xC824AF44-rev.asc
pekalongankota.go.id,https://csirt.pekalongankota.go.id/,"+6275873451, +62285421243",csirt@gafe.pekalongankota.go.id,,https://csirt.pekalongankota.go.id/storage/public-key/PekalonganKota-CSIRT_0xB9D3E257_public.asc
pematangsiantarkota.go.id,https://csirt.pematangsiantarkota.go.id/,,aduankonten@mail.kominfo.go.id,,
pekanbaru.go.id,https://csirt.pekanbaru.go.id/,,,,
patikab.go.id,https://csirt.patikab.go.id/,+62295381127,,,https://csirt.patikab.go.id/assets/Publik-Key-Bantuan70-pub.asc
papua.go.id,https://csirt.papua.go.id/,"+62874669525, +62756206588, +6287466952",insiden@papua.go.id,,https://csirt.papua.go.id/storage/public-key/PapuaProv-CSIRT.asc
pakpakbharatkab.go.id,https://csirt.pakpakbharatkab.go.id/,+6200000000,,,
pemalangkab.go.id,https://csirt.pemalangkab.go.id/,+62284321364,,,https://csirt.pemalangkab.go.id/storage/public-key/PemalangKab-CSIRT-pub.asc
padangpanjang.go.id,https://iplogger.com/2VCZD5,,,,
pasamankab.go.id,https://csirt.pasamankab.go.id/,+6275320281,,,
okukab.go.id,https://csirt.okukab.go.id/,,,,
pn-batam.go.id,http://csirt.pn-batam.go.id/,,,,
penajamkab.go.id,https://mercusuar.uzone.id/,,,,
pn-binjai.go.id,http://csirt.pn-binjai.go.id/,,,,
palangkaraya.go.id,https://palangkaraya.go.id,,,,
pn-dumai.go.id,http://csirt.pn-dumai.go.id/,,,,
pn-ketapang.go.id,https://csirt.pn-ketapang.go.id/,"+62860684073, +627489271701, +6217016761",,,
pn-kualakurun.go.id,https://csirt.pn-kualakurun.go.id/,,,,
pn-ambon.go.id,https://csirt.pn-ambon.go.id/index.php?lang=en,,,,
pn-palu.go.id,https://csirt.pn-palu.go.id/,"+62210125102, +62140701202326, +622107081335",pnpalu@gmail.com,,
pn-praya.go.id,https://csirt.pn-praya.go.id/,,,,
pn-manna.go.id,https://dilmil-jayapura.go.id/,,,,
pertanian.go.id,https://csirt.pertanian.go.id/,,,,
pn-sidrap.go.id,https://csirt.pn-sidrap.go.id/,,,,
pn-tanjungpinangkota.go.id,http://csirt.pn-tanjungpinangkota.go.id/,,,,
pn-tenggarong.go.id,https://csirt.pn-tenggarong.go.id/,,,,
pn-wangiwangi.go.id,https://csirt.pn-wangiwangi.go.id/,,,,
polri.go.id,https://csirt.polri.go.id/,"+62081119607917, +6281119607917, +628111960",csirt@polri.go.id,,https://csirt.polri.go.id/storage/public-key/KunciPublik_0x6FE8906A_public.asc
pontianak.go.id,https://csirt.pontianak.go.id/,"+6222178558238, +622217855823, +6299642605",csirt@pontianak.go.id,,https://csirt.pontianak.go.id/storage/public-key/Pontianak-CSIRT_0x15676791_public.asc
pom.go.id,https://csirt.pom.go.id/,,,,
pringsewukab.go.id,https://csirt.pringsewukab.go.id/,+627297330367,csirt@pringsewukab.go.id,,https://csirt.pringsewukab.go.id/storage/public-key/PRINGSEWU CSIRT_0xAC6440D9_public.asc
ppatk.go.id,https://csirt.ppatk.go.id/,+622150928484,csirt@ppatk.go.id,,
probolinggokab.go.id,https://csirt.probolinggokab.go.id/,+62335846665,csirt@probolinggokab.go.id,,https://csirt.probolinggokab.go.id/storage/public-key/probolinggokab-csirt_0xAAEFCF2E_public.asc
polkam.go.id,https://csirt.polkam.go.id/,,,,
pt-denpasar.go.id,https://csirt.pt-denpasar.go.id/,,,,
probolinggokota.go.id,https://csirt.probolinggokota.go.id/,,,,
pn-bengkulu.go.id,https://itkuat.com/,+6285770529465,,,
pt-kupang.go.id,https://csirt.pt-kupang.go.id/login_up.php,"+62730371995530, +62730371995, +627303719955",50365a6fe24f4ff28f6b625410e04a35@sentry.io,,
pta-papuabarat.go.id,https://csirt.pta-papuabarat.go.id/,,,,
purbalinggakab.go.id,https://csirt.purbalinggakab.go.id/,+622818902091,csirt@purbalinggakab.go.id,,https://csirt.purbalinggakab.go.id/storage/public-key/public_key_csirt@purbalinggakab.asc
ptun-palangkaraya.go.id,https://csirt.ptun-palangkaraya.go.id/,,,,
purwakartakab.go.id,https://csirt.purwakartakab.go.id/,+62264210082,csirt@purwakartakab.go.id,,https://csirt.purwakartakab.go.id/storage/public-key/PublicKey-csirt@purwakartakab.go.id.asc
rembangkab.go.id,https://csirt.rembangkab.go.id/,"+62648409328, +626484093289, +622956980754",csirt@rembangkab.go.id,,https://csirt.rembangkab.go.id/storage/public-key/rembang.publickey.asc
rohilkab.go.id,https://csirt.rohilkab.go.id/,"+629946845871, +6281371426509, +6299468458710",diskominfotiks@rohilkab.go.id,,https://csirt.rohilkab.go.id/storage/public-key/Diskominfotiks_diskominfotiks@rohilkab.go.id-0x2808D3DC8980A429-pub.asc
rri.go.id,https://csirt.rri.go.id/,,aduankonten@mail.kominfo.go.id,,
rokanhulukab.go.id,https://csirt.rokanhulukab.go.id/,"+6291009171, +6282284618100, +001123456",,,
salatiga.go.id,https://csirt.salatiga.go.id/,+62298326767,csirt@salatiga.go.id,,https://csirt.salatiga.go.id/storage/public-key/Salatiga-CSIRT-Pubkey.asc
sanggau.go.id,https://csirt.sanggau.go.id/,"+62241215224152, +62241224131535, +622412050701",csirt@mail.sanggau.go.id,,https://csirt.sanggau.go.id/uploads/csirtsgu_pgp_key.asc
sambas.go.id,https://csirt.sambas.go.id/,"+62517599914, +6251759991, +6288926954",sambas-csirt_csirt@sambas.go.id-0x708b6841b30e3080-pub.asc,,https://csirt.sambas.go.id/storage/app/public/public-key/Sambas-CSIRT_csirt@sambas.go.id-0x708B6841B30E3080-pub.asc
purworejokab.go.id,https://csirt.purworejokab.go.id/,"+6254793304, +622757530915, +62547933045",,,https://csirt.purworejokab.go.id/storage/public-key/KunciPublik2PURWOREJOKAB-CSIRT_0x324A7086_public.asc
sekadaukab.go.id,https://csirt.sekadaukab.go.id/,"+6206981800000, +622178833610987, +620698180000",bantuan70@bssn.go.id,,https://csirt.sekadaukab.go.id/storage/public-key/OpenPGP_0xA67BABE44F21EB5D.asc
sikkakab.go.id,http://csirt.sikkakab.go.id/,,,,
sidoarjokab.go.id,https://csirt.sidoarjokab.go.id/,"+62318071604, +6227452474",csirt@sidoarjokab.go.id,,https://csirt.sidoarjokab.go.id/storage/public-key/KunciPublik-sidoarjokab-csirt_0x3872E2EF_public.asc
serangkab.go.id,https://csirt.serangkab.go.id/,,,,
sawahluntokota.go.id,https://csirt.sawahluntokota.go.id/,,,,
pn-wonogiri.go.id,https://csirt.pn-wonogiri.go.id/index.php?lang=en,,,,
pta-surabaya.go.id,https://csirt.pta-surabaya.go.id/,,,,
solokkab.go.id,https://csirt.solokkab.go.id/,+62000000000,csirt@solokkab.go.id,,https://csirt.solokkab.go.id/storage/public-key/KunciPublik_0xEA798B4B_public.asc
solselkab.go.id,https://csirt.solselkab.go.id/,+622100000000,csirt@solselkab.go.id,,https://csirt.solselkab.go.id/storage/public-key/kominfo csirt@solselkab.go.id-(0xB6DDE239A712CB72)-public.asc
sragenkab.go.id,https://csirt.sragenkab.go.id/,+62271894001,csirt@sragenkab.go.id,,https://csirt.sragenkab.go.id/storage/public-key/SragenKab-Csirt_0x11879B87_public.asc
semarangkota.go.id,https://csirt.semarangkota.go.id/,"+62250527150, +622505280959, +622505280948",csirt@semarangkota.go.id,,
sukoharjokab.go.id,https://csirt.sukoharjokab.go.id/,+62271593068,csirt@sukoharjokab.go.id,,https://csirt.sukoharjokab.go.id/storage/public-key/KunciPublic-SUKOHARJOKAB-CSIRT_0x2BBFD772_public.asc
sukabumikab.go.id,https://csirt.sukabumikab.go.id/,"+622601236845, +62266320254, +6226012368",csirt@sukabumikab.go.id,,https://csirt.sukabumikab.go.id/storage/public-key/Sukabumikab-CSIRT_0x30496E71_public.asc
sultraprov.go.id,https://csirt.sultraprov.go.id/,+624013111728,csirt@sultraprov.go.id,,https://csirt.sultraprov.go.id/storage/publickey-v1.asc
sulselprov.go.id,https://csirt.sulselprov.go.id/,,,,
situbondokab.go.id,https://csirt.situbondokab.go.id/,"+62764009231, +62338674096, +627640092310",,,https://csirt.situbondokab.go.id/storage/public-key/B8CC1E6A8473BFE2955FB69D1B32FD9107D5130F.asc
sumbarprov.go.id,https://csirt.sumbarprov.go.id/cgi-sys/suspendedpage.cgi,,webmaster@csirt.sumbarprov.go.id,,
subang.go.id,https://csirt.subang.go.id/,"+6222133825, +62260411318",,,https://csirt.subang.go.id/storage/public-key/publickey.asc
riau.go.id,https://csirt.riau.go.id/,,,,
slemankab.go.id,https://csirt.slemankab.go.id/,,,,
tabanankab.go.id,https://csirt.tabanankab.go.id/,,,,
tangerangkab.go.id,https://csirt.tangerangkab.go.id/,"+6241977119, +62215994532",kamisandi-diskominfo@tangerangkab.go.id,,https://csirt.tangerangkab.go.id/storage/public-key/Publik-Key-Bantuan70-pub.asc
tanatidungkab.go.id,http://csirt.tanatidungkab.go.id/,"+62373307349, +62532177738, +6221000000000",csrit@tanatidungkab.go.id,,http://csirt.tanatidungkab.go.id/storage/public-key/PGB Kabupaten Tana Tidung.asc
tangerangkota.go.id,https://csirt.tangerangkota.go.id/,"+622005230310, +62200523031, +62200523031045",csirt@tangerangkota.go.id,,
tapinkab.go.id,https://csirt.tapinkab.go.id/,"+6281134500177, +628113450017",csirt@tapinkab.go.id,,https://csirt.tapinkab.go.id/storage/public-key/publickey.asc
tasikmalayakota.go.id,https://csirt.tasikmalayakota.go.id/,"+62080808547, +6208080854, +622657523616",csirt@tasikmalayakota.go.id,,https://csirt.tasikmalayakota.go.id/storage/public-key/TasikmalayaKota-CSIRT_0x5F049D9F_public.asc
tanahlautkab.go.id,https://csirt.tanahlautkab.go.id/,,csirt.tala@tanahlautkab.go.id,,https://csirt.tanahlautkab.go.id/storage/public-key/TALAKAB-CSIRT_0x08ADF0BF_public.asc
tojounauna.go.id,http://csirt.tojounauna.go.id/,"+628234881777, +623307192738, +6282348817777",csirt-touna@mail.tojounauna.go.id,,http://csirt.tojounauna.go.id/storage/public-key/persandian_persandian@mail.tojounauna.go.id-0x33DB3C7BCBEF4B2E-pub.asc
tubankab.go.id,https://csirt.tubankab.go.id/,"+623568832697, +624160977462, +62210646754",csirt@tubankab.go.id,,https://csirt.tubankab.go.id/storage/public-key/publickey.asc
trenggalekkab.go.id,https://csirt.trenggalekkab.go.id/,+62355794252,csirt@trenggalekkab.go.id,,https://csirt.trenggalekkab.go.id/storage/public-key/CSIRT Trenggalek csirt@trenggalekkab.go.id-(0x329E27728CE3DD17)-public.asc
tulungagung.go.id,https://csirt.tulungagung.go.id/,"+62355322190, +62156497575, +6248801380397",csirt@tulungagung.go.id,,https://csirt.tulungagung.go.id/storage/public-key/OpenPGP_0xCE6EC246DEC25B58.asc
temanggungkab.go.id,https://csirt.temanggungkab.go.id/,"+627784566076, +622934961389, +6277845660",csirt@temanggungkab.go.id,,
wonogirikab.go.id,https://csirt.wonogirikab.go.id/,+62273321002,csirt@wonogirikab.go.id,,https://csirt.wonogirikab.go.id/storage/public-key/WonogiriKab-CSIRT_0x89A20EDD_public.asc
wonosobokab.go.id,https://csirt.wonosobokab.go.id/,"+621057439464, +62286325112, +6290622638",csirt@wonosobokab.go.id,,https://csirt.wonosobokab.go.id/storage/public-key/wonosobokab-csirt-pub.asc
tvri.go.id,https://csirt.tvri.go.id/,,,,
waykanankab.go.id,https://csirt.waykanankab.go.id/,+62123456789,info@apexa.com,,
veteranri.go.id,https://csirt.veteranri.go.id/,,,,
wajokab.go.id,https://csirt.wajokab.go.id/,,,,
wantannas.go.id,https://csirt.wantannas.go.id/,+62213451067,,,https://csirt.wantannas.go.id/storage/public-key/Kunci Publik - Setjen Wantannas CSIRT_0xA0B5BDF7_public.asc
tolitolikab.go.id,https://csirt.tolitolikab.go.id/,"+62716979999, +627169799999, +622178833610987",,,https://csirt.tolitolikab.go.id/storage/public-key/pgcsirt@jogjaprov.go_.id-0xC824AF44-rev.asc
tulangbawangbaratkab.go.id,https://csirt.tulangbawangbaratkab.go.id/login_up.php,"+62791060416, +62782607590, +62782607590913",50365a6fe24f4ff28f6b625410e04a35@sentry.io,,
tualkota.go.id,https://csirt.tualkota.go.id/,,,,
tegalkota.go.id,https://csirt.tegalkota.go.id/,"+62283324400, +6203190000, +6243973792",csirt@tegalkota.go.id,,https://csirt.tegalkota.go.id/storage/public-key/kunci_publik_csirt_kota_tegal.asc
telukbintunikab.go.id,https://bengkuluprov.go.id/,,,,
